Date,Close,High,Low,Open,Volume
2020-05-26,267.4241638183594,269.2341412384498,265.61418639826894,266.97166946333675,33856481
2020-05-27,268.3290710449219,269.686553697763,267.4240826096945,268.78156526253554,23375959
2020-05-28,266.06658935546875,270.1390371517259,265.1616009563005,270.1390371517259,28444568
2020-05-29,264.256591796875,264.7090859609108,262.44661514073204,264.256591796875,79774181
2020-06-01,267.4241638183594,268.3291525284046,265.61418639826894,266.06668075329156,35811214
2020-06-02,268.3290710449219,269.23405948014926,267.87657682730816,267.87657682730816,24771587
2020-06-03,272.4015197753906,272.4015197753906,269.68655446201467,271.49653133759864,65176337
2020-06-04,276.9264831542969,276.9264831542969,275.1165061402165,276.0214946472567,46572451
2020-06-05,281.9039001464844,282.35639436822834,278.7364405942767,279.18893481602066,42981262
2020-06-08,287.7863464355469,288.6913349463505,285.07138090313606,285.97636941393966,50302921
2020-06-09,288.6912841796875,288.6912841796875,284.1663424213852,286.4288133005364,36417082
2020-06-10,291.8587951660156,293.21627793422965,287.78634686137354,288.6913353735162,39984259
2020-06-11,290.048828125,295.9312536563962,288.2388510384165,294.57377084145867,50104255
2020-06-12,285.9764099121094,287.3338928705529,282.8089496757411,283.2614439952223,45992918
2020-06-15,280.09393310546875,287.33384090787183,279.1889446301684,285.97635819492126,51032404
2020-06-16,285.0714416503906,286.8814190576947,284.1664529467386,286.8814190576947,36608216
2020-06-17,285.0714416503906,286.8814190576947,283.7139585949126,286.42892470586867,34522968
2020-06-18,286.8957824707031,287.3518965922782,285.527440105978,286.8957824707031,29044474
2020-06-19,286.8957824707031,286.8957824707031,284.6152118628279,286.43966834912806,48130280
2020-06-22,284.615234375,288.7202617938702,284.615234375,286.89580516326123,37374616
2020-06-23,287.3520202636719,288.72036321730843,285.0714486742777,288.26424889942956,41300084
2020-06-24,289.63250732421875,291.9130782480315,288.2641647699311,291.0008498785064,54147024
2020-06-29,284.615234375,287.35191932091345,282.79077774439105,286.439691005609,56580892
2020-06-30,285.5275573730469,286.4397859908521,283.70310013743637,285.9836716819495,48991860
2020-07-01,289.63250732421875,290.0886215089813,286.4397080308809,287.35193640040603,29532342
2020-07-02,293.737548828125,293.737548828125,290.0886351780862,291.0008635905959,34526178
2020-07-03,300.57928466796875,301.4915131495104,297.8425992233438,298.29871346411466,53341987
2020-07-06,308.3332214355469,308.3332214355469,302.85985064083303,303.3159648737259,57256220
2020-07-07,308.7893371582031,315.6310506846035,308.33322292310976,313.3504795091367,59046323
2020-07-08,311.0697937011719,312.43813590220344,307.87699523209824,307.87699523209824,30720218
2020-07-09,314.71875,316.54320652173914,312.89429347826086,315.63097826086954,35522376
2020-07-10,317.9115905761719,322.0166182880593,315.17490543491357,321.56050409784956,60902108
2020-07-13,323.3849792480469,323.3849792480469,319.73606551887286,320.1921797350196,48069523
2020-07-14,331.59503173828125,332.05114594975066,323.3849759318314,323.8410901433008,61764150
2020-07-15,331.1388244628906,337.52442162884165,329.31436812976176,333.8755089625839,73438362
2020-07-16,326.1217041015625,329.3145040018575,322.47278992979676,327.49004691597463,68220512
2020-07-17,334.787841796875,336.6122987004002,328.4022426345368,329.31447108629936,65727485
2020-07-20,333.8756408691406,337.5245549770001,330.6828410247636,337.5245549770001,42769238
2020-07-21,349.3835144042969,353.0324283928535,338.89288668719655,339.8051151843357,64219128
2020-07-22,350.2956848144531,352.12014150619507,345.73454308509827,347.5589997768402,43759670
2020-07-23,348.01513671875,349.38347932708064,345.7345657048657,348.47125092152686,45209282
2020-07-24,352.12017822265625,360.3302341915783,348.47126445869094,355.7690919866216,86682734
2020-07-27,387.2409973144531,387.2409973144531,379.94316933208415,383.59208332326864,99333798
2020-07-28,396.8193664550781,425.5545619569976,390.88988166896775,423.27399088541665,166307746
2020-07-29,384.96044921875,393.62662046893513,382.6798778371224,390.43382053465643,85663166
2020-07-30,395.9071350097656,402.29273396153604,390.88987869051743,398.18770606396936,69293949
2020-07-31,388.15325927734375,394.0827450242362,388.15325927734375,388.6093735655663,49897674
2020-08-03,379.4870300292969,386.7848575298603,378.57480159172644,383.59205799836377,76429571
2020-08-04,388.15325927734375,388.15325927734375,381.76765924222883,384.5043449715638,41223445
2020-08-05,391.345947265625,395.45097468449524,388.60926231971155,392.7142897385817,47223834
2020-08-06,396.8193664550781,399.55605174097525,393.1704527405487,399.09993752665906,41029627
2020-08-07,394.994873046875,395.9071013910941,390.43373132577943,395.45098721898455,36589460
2020-08-10,397.2754821777344,399.099939041926,389.97765472096773,389.97765472096773,36067500
2020-08-11,391.345947265625,396.81931715745196,391.345947265625,394.08263221153845,34545313
2020-08-12,382.2236328125,386.32865989521184,382.2236328125,384.9603175343079,52143474
2020-08-13,391.345947265625,391.345947265625,387.2409198467548,390.43371895032055,44352335
2020-08-14,389.5215759277344,390.4338044427876,385.8726618675214,386.78489038257464,23419955
2020-08-17,396.8193664550781,396.8193664550781,388.1531963830707,389.52153902601924,34137731
2020-08-18,394.994873046875,401.8365856285183,394.0826447026559,401.38047145640877,41643160
2020-08-19,389.97760009765625,398.1876548365543,389.97760009765625,397.7315406843933,31486800
2020-08-20,378.5748291015625,389.97768539980234,365.8036300475339,389.52157114787275,75097235
2020-08-21,387.2409973144531,389.52156855894344,383.1359690743706,384.5043118210648,41609467
2020-08-24,390.43377685546875,396.36326178434854,387.6970915036781,389.9776626301703,48375406
2020-08-25,396.3631896972656,397.7315321242987,392.71427655851056,395.4509614125769,35977899
2020-08-26,403.2049560546875,403.2049560546875,396.81935720314266,397.27547140682447,39243340
2020-08-27,405.0294494628906,413.69562011581286,405.0294494628906,408.67836342201576,53072712
2020-08-28,396.8193664550781,401.83662281255613,393.1704527405487,401.38050859823994,56842210
2020-08-31,389.0654296875,400.9243994083382,389.0654296875,398.64382830817704,81480538
2020-09-01,396.8193664550781,396.8193664550781,390.4337674546516,392.2582243119163,37429577
2020-09-02,394.994873046875,402.2926998006279,392.7143021863272,402.2926998006279,34871407
2020-09-03,397.7316589355469,400.92445894993773,395.4510874966963,400.92445894993773,34951617
2020-09-04,391.345947265625,394.53874636919073,389.52149063501605,389.52149063501605,46119911
2020-09-07,388.609375,394.5388607687794,387.69714642018783,390.43383215962444,32019312
2020-09-08,393.17047119140625,394.9949281342898,389.97767154136005,390.4337857770809,23714670
2020-09-09,389.5215759277344,390.4338044427876,385.8726618675214,387.6971188976279,40551362
2020-09-10,396.8193664550781,396.8193664550781,392.7143385262325,394.53879538349724,35098921
2020-09-11,398.18768310546875,398.18768310546875,394.53876962913,397.27545473638406,34298469
2020-09-14,402.2927551269531,403.2049835966287,397.27549854373717,397.73161277857497,39085833
2020-09-15,405.9416809082031,407.766137901049,400.92442417787703,401.83665267429996,39061449
2020-09-16,417.8006591796875,421.44957323365855,415.52008789595556,419.62511620667306,64261238
2020-09-17,411.3800048828125,417.3420339390851,409.5455344039594,415.507563460232,42058506
2020-09-18,407.25250244140625,412.2972969536309,406.3352670755472,410.00420853898333,52454922
2020-09-21,403.58349609375,412.7558482776988,403.58349609375,406.79381935813205,39463920
2020-09-22,400.831787109375,404.50072795248144,399.9145518985984,403.58349274170484,36130639
2020-09-23,397.6214904785156,402.2076668392828,396.24563757028545,399.91457865889925,45710963
2020-09-24,387.9904479980469,393.49385860794825,387.9904479980469,390.28353575217244,79806381
2020-09-25,388.90771484375,392.57665554982316,386.15600931419516,391.65942037330484,38775269
2020-09-28,395.7869567871094,395.7869567871094,389.36631090643783,391.6593987209634,34156973
2020-09-29,395.3283386230469,398.9972791207086,392.57663324980064,396.70419130967,32230502
2020-09-30,397.1628112792969,398.9972815392474,394.8697234543587,394.8697234543587,27334204
2020-10-05,396.7042236328125,401.7490172281431,395.7869884336615,401.7490172281431,32945832
2020-10-06,403.12481689453125,405.41790459017705,401.2903467380146,404.95928705104785,35775395
2020-10-07,406.3351745605469,408.16964487459,398.9972933043745,398.9972933043745,42926239
2020-10-08,415.5074462890625,416.42468126983306,411.379888875595,412.7557413467508,60853811
2020-10-12,421.9282531738281,423.7627238398013,419.63516484136164,420.09378250785494,64719223
2020-10-13,423.7626647949219,426.51437041047336,418.71787116641093,426.51437041047336,45750738
2020-10-14,421.0109558105469,422.8454262062355,419.17648541485823,422.38680860731336,40809241
2020-10-15,415.5074462890625,418.71776872175946,412.7557413467508,418.2591512313742,47775028
2020-10-16,411.838623046875,418.25926973134744,411.38000542655556,413.67309352815283,46876801
2020-10-19,419.63507080078125,419.63507080078125,413.67304247246415,415.50751272733095,34470906
2020-10-20,413.67303466796875,419.17644532873993,413.67303466796875,417.80059266354715,25205638
2020-10-21,415.5074462890625,418.2591512313742,413.6729763275214,415.9660637794478,28058921
2020-10-22,417.3419494628906,417.3419494628906,412.29715666718533,412.75577419406767,23438547
2020-10-23,414.5903015136719,420.09371259571174,414.13168392350184,420.09371259571174,18777385
2020-10-26,412.7558288574219,417.34200473361545,412.7558288574219,417.34200473361545,15059581
2020-10-27,410.004150390625,411.3800032442848,408.6282975369652,410.4627680085116,20117660
2020-10-28,407.25250244140625,410.00420853898333,406.3352670755472,408.1697378072653,24710230
2020-10-29,400.831787109375,403.1248751363165,399.45593429321013,400.37316950398673,41285612
2020-10-30,396.24560546875,400.83178145797166,396.24560546875,400.83178145797166,47668895
2020-11-02,399.4559020996094,399.4559020996094,392.57663857320966,397.16281425747616,33477443
2020-11-03,404.50067138671875,406.3351415517379,401.74896613919003,403.1248187629544,30328495
2020-11-04,412.7558288574219,414.13168162027995,406.33518263075086,407.71103539360894,37512790
2020-11-05,413.67303466796875,414.131652223033,408.6282415622618,414.131652223033,34886108
2020-11-06,415.0489501953125,417.8006559424637,412.75586207268645,417.3420383179385,30154140
2020-11-09,420.55230712890625,421.92815982398446,416.42474904367157,420.09368956388016,39245881
2020-11-10,413.67303466796875,416.8833575534186,411.3799468926474,414.59026977809725,34820499
2020-11-11,419.1764221191406,419.1764221191406,411.37992411473647,411.37992411473647,36765561
2020-11-12,420.09368896484375,425.13848217293685,419.63507140047165,424.67986460856474,40100880
2020-11-13,423.7626647949219,423.7626647949219,418.71787116641093,421.01095917937045,31037438
2020-11-16,443.9418640136719,444.4004816417852,430.1833351702729,431.10057042649953,81994937
2020-11-17,445.31768798828125,464.12100952022723,445.31768798828125,460.45206873350605,72413868
2020-11-18,455.8658752441406,455.8658752441406,446.2349060488419,449.4452291139415,50387727
2020-11-19,449.4452209472656,457.70033725037865,449.4452209472656,457.70033725037865,44220053
2020-11-20,447.6108093261719,449.44527985619715,445.7763387961466,445.7763387961466,32281453
2020-11-23,455.4073486328125,457.24181932216925,451.2797895817598,453.57287794345575,38084006
2020-11-24,451.2797546386719,458.61763682791855,450.82113700184397,458.15901919109064,35479226
2020-11-25,446.6935119628906,454.49001063164746,446.6935119628906,454.03139306289705,41419632
2020-11-26,448.52801513671875,452.6555735582223,447.61077993194016,448.52801513671875,28893033
2020-11-27,448.52801513671875,451.2797207510544,446.2349271247723,447.1521623295509,32960189
2020-11-30,440.7314758300781,452.6555324082072,440.7314758300781,452.1969148475099,119895176
2020-12-01,449.4452209472656,449.4452209472656,443.48319250612843,448.9866033748704,37018651
2020-12-02,457.70037841796875,458.61761364525927,452.6555846678709,458.15899603161404,50621339
2020-12-03,455.8658752441406,458.1589631477832,454.0314049212266,458.1589631477832,35651379
2020-12-04,461.369384765625,463.20385548039883,456.3245902999969,457.2418256573838,51172005
2020-12-07,471.45892333984375,472.3761585992598,464.12104126451544,469.6244528210117,44271244
2020-12-08,480.6311950683594,481.54843017345166,466.87266849197505,471.4588440174365,40771761
2020-12-09,476.96234130859375,480.63128239558296,476.96234130859375,477.87957658034105,43314115
2020-12-10,469.6244201660156,472.3761257529259,467.7899497747421,468.7071849703789,42556926
2020-12-11,473.29339599609375,474.2106312596521,463.2038080969522,474.2106312596521,45660960
2020-12-14,465.9554748535156,470.5416507871132,465.9554748535156,469.6244156003937,30260485
2020-12-15,462.2865905761719,467.7900023687453,462.2865905761719,465.03829647245857,39852366
2020-12-16,469.6244201660156,472.3761257529259,465.0382441878319,466.8727145791054,52012348
2020-12-17,468.2417907714844,474.6939414317214,468.2417907714844,474.6939414317214,38215179
2020-12-18,470.0853271484375,471.9287990196078,467.32011934168196,468.2418552772671,39924864
2020-12-21,475.61572265625,476.5374585528706,468.24183548328483,471.9287790697674,34813281
2020-12-22,469.16351318359375,475.615663659596,469.16351318359375,471.92872053045187,22454277
2020-12-23,469.16351318359375,471.00698474816585,466.39830583673563,468.24177740130773,18086715
2020-12-24,470.0853271484375,471.9287990196078,468.2418552772671,471.00706308402266,14950143
2020-12-25,471.00701904296875,474.6939624405654,470.0852831935696,473.77222659116626,12327895
2020-12-28,474.6939392089844,474.6939392089844,469.1635243832486,471.9287317961165,19087382
2020-12-29,474.6939392089844,476.53741081756294,472.8504676004058,474.6939392089844,19907528
2020-12-30,483.9112854003906,483.9112854003906,473.7721918015253,475.61566336495537,46292401
2020-12-31,488.5199890136719,488.5199890136719,482.9895740437058,484.83304570036114,29970398
2021-01-04,494.0505065917969,497.73745067084013,486.67661843371036,488.520090473232,38770328
2021-01-05,499.5807800292969,499.5807800292969,493.12862973371557,494.0503654902272,34411866
2021-01-06,506.0328063964844,511.5632195811454,498.6589221502697,511.5632195811454,53030554
2021-01-07,520.7808837890625,525.3895641765763,509.72005085902936,510.6417869365321,51166782
2021-01-08,534.6068725585938,534.6068725585938,526.3112486740639,534.6068725585938,59563555
2021-01-11,538.293701171875,538.293701171875,529.0763432750963,531.8415506441299,48810990
2021-01-12,544.7459106445312,550.2763259810239,536.4502876397922,537.3720235292076,50232426
2021-01-13,557.6502075195312,557.6502075195312,546.5893769571604,548.4328487175555,62662393
2021-01-14,545.6676025390625,550.2762816145613,541.0589234635637,541.0589234635637,75288477
2021-01-15,553.9632568359375,576.0849176746439,553.9632568359375,572.397974201526,92010500
2021-01-18,559.49365234375,560.4153881795717,547.5110864780684,560.4153881795717,45726476
2021-01-19,577.928466796875,582.5371467553828,565.0241629130533,569.632842871561,50672866
2021-01-20,596.3631591796875,599.1283670275068,581.6153839913181,583.4588558898643,82066422
2021-01-21,620.3281860351562,625.8586007694964,589.9109049962852,589.9109049962852,89019137
2021-01-22,598.2066040039062,612.9543785248038,598.2066040039062,598.2066040039062,125179403
2021-01-25,583.4588623046875,595.4414297769797,577.0067105888379,591.7544859393513,93050133
2021-01-26,568.7109985351562,589.9109223055106,562.2588478224397,582.5370357766917,100153482
2021-01-27,566.867431640625,576.0847882526677,563.180488995808,569.6326386242379,59985191
2021-01-28,553.9632568359375,560.4154079138935,551.1980492310992,553.041520967658,96447533
2021-01-29,544.7459106445312,570.5545155481639,544.7459106445312,570.5545155481639,90745237
2021-02-01,563.1805419921875,564.1022777401289,541.0588840415942,548.4327700251253,67462398
2021-02-02,582.5369873046875,588.0674017411244,573.319629910626,579.771780086469,78429188
2021-02-03,580.6936645507812,591.7544962565104,580.6936645507812,588.0675523546007,48738970
2021-02-04,577.928466796875,582.5371467553828,571.4763148549641,577.0067308051734,46371900
2021-02-05,582.5369873046875,590.8326089593428,581.6152515652814,588.0674017411244,53267273
2021-02-17,611.1109008789062,615.7195803727141,608.3456931826216,611.1109008789062,107614290
2021-02-18,608.3456420898438,612.9543211965849,604.6586988044508,612.0325853752367,53109010
2021-02-19,600.9717407226562,605.5804197159281,596.3630617293843,604.6586839172737,50279585
2021-02-22,599.1283569335938,610.1891881385217,599.1283569335938,608.3457162710337,36474610
2021-02-23,590.832763671875,592.6762356334098,583.4588758257362,590.832763671875,50076333
2021-02-24,576.0848999023438,586.223994140625,576.0848999023438,577.9283715820312,66206750
2021-02-25,585.3021850585938,586.2239207830955,578.8500349870817,586.2239207830955,43231417
2021-02-26,558.5718994140625,569.6327291054301,558.5718994140625,563.1805784521323,111861175
2021-03-02,561.3370971679688,573.3196624605526,561.3370971679688,572.3979266688154,54041533
2021-03-03,573.3195190429688,573.3195190429688,553.9630722585598,561.3369567478585,48252965
2021-03-04,553.9632568359375,563.1806155187318,553.9632568359375,561.3371437821729,67711962
2021-03-05,553.9632568359375,557.6502003090552,538.2937470751872,541.9806905483049,79918467
2021-03-08,551.1979370117188,562.258765179178,551.1979370117188,560.4152938179348,43219772
2021-03-09,548.4328002929688,548.4328002929688,539.2154423048516,539.2154423048516,68768861
2021-03-10,550.2763671875,553.9633110212521,546.589423353748,553.9633110212521,40146301
2021-03-11,561.3370971679688,564.1023045431804,548.4327960836476,549.3545318753849,54416046
2021-03-12,565.9458618164062,569.6328055415945,561.3371821599209,566.8675977477033,33168846
2021-03-15,563.1805419921875,565.9457492360116,561.3370704963047,565.9457492360116,27416758
2021-03-16,565.0239868164062,565.0239868164062,559.4935725898183,562.2587797031123,36949425
2021-03-17,559.0082397460938,566.4123223917373,557.1572190846828,566.4123223917373,39517807
2021-03-18,557.1572875976562,563.6358607092569,557.1572875976562,560.8593293757137,29415526
2021-03-19,546.9766235351562,553.4551960643374,546.9766235351562,549.7531546190911,70866028
2021-03-22,548.8275756835938,553.4551269119546,542.3490039638887,544.200024455233,34089033
2021-03-23,549.753173828125,558.0827673709754,548.827663434475,552.5297050090751,29374037
2021-03-24,533.093994140625,538.6470565795898,528.4664421081543,528.4664421081543,107253959
2021-03-25,532.16845703125,537.7215191915761,527.5409052309783,529.3919259510869,67833354
2021-03-26,546.0510864257812,547.902107057733,536.7959832660222,538.6470038979741,36829858
2021-03-29,554.380615234375,557.1571458615922,551.6040846071578,554.380615234375,37884733
2021-03-30,552.5296630859375,555.3061940562186,547.9021114688023,555.3061940562186,33099123
2021-03-31,543.2747192382812,552.5298251878261,543.2747192382812,551.6043145928716,38790886
2021-04-01,557.1572875976562,557.1572875976562,549.7532040415412,553.4552458195988,43091157
2021-04-07,564.5614013671875,568.2634433433658,562.7103803790983,568.2634433433658,24603109
2021-04-08,567.3377685546875,567.3377685546875,558.0826662944153,560.859196972497,23976625
2021-04-09,564.5614013671875,571.9654853195441,563.6358908731429,571.9654853195441,27303862
2021-04-12,559.933837890625,567.3379216974432,558.0828169389205,566.4124112215909,22606128
2021-04-13,559.933837890625,567.3379216974432,559.0083274147728,559.0083274147728,25971622
2021-04-14,566.412353515625,566.412353515625,555.3062289368872,562.7103119893791,30077913
2021-04-15,572.8909912109375,572.8909912109375,561.7848653716302,566.4124178046749,33530942
2021-04-16,564.5614013671875,565.4869118612321,558.0828279088755,564.5614013671875,48507383
2021-04-19,558.082763671875,561.7848052219372,556.2317428968439,559.9337844469061,24231637
2021-04-20,557.1572875976562,557.1572875976562,550.6787144860556,553.4552458195988,34771635
2021-04-21,547.9021606445312,554.3807334899902,547.9021606445312,554.3807334899902,38458220
2021-04-22,546.9766235351562,553.4551960643374,546.9766235351562,551.6041753417143,33868521
2021-04-23,557.1572875976562,557.1572875976562,546.0511622634837,547.9021831525124,27754511
2021-04-26,564.5614013671875,564.5614013671875,558.0828279088755,559.9338488969646,30887664
2021-04-27,564.5614013671875,565.4869118612321,559.9338488969646,562.7103803790983,26317481
2021-04-28,557.1572875976562,562.7103502647425,556.2317771531418,560.8593293757137,24024054
2021-04-29,555.3062133789062,563.6358065795898,555.3062133789062,563.6358065795898,31828333
2021-05-03,544.2001342773438,552.5297281693439,544.2001342773438,550.678707304455,41762441
2021-05-04,546.9766235351562,549.7531546190911,538.6470302833519,544.2000924512215,40273595
2021-05-05,541.423583984375,549.7531775841346,541.423583984375,549.7531775841346,29254785
2021-05-06,543.2747192382812,546.0512510231447,536.7961450735999,546.0512510231447,30725590
2021-05-07,554.380615234375,555.3061254434474,545.1255131436509,549.7530641890129,28075722
2021-05-10,545.125732421875,552.5298170727663,544.2002218405136,551.6043064914049,20434079
2021-05-11,528.4663696289062,536.7959621449486,527.540859349346,535.8704518653883,59349193
2021-05-12,518.2858276367188,528.4664421081543,479.41439056396484,524.7644004821777,131741482
2021-05-13,506.2541809082031,521.0623470773644,500.7011185947676,506.2541809082031,66765627
2021-05-14,515.50927734375,520.1368292050045,510.88172548249554,514.5837669714991,37533726
2021-05-17,508.10504150390625,516.4346323482326,500.700960753394,503.4774910348361,56270958
2021-05-18,529.3919067382812,530.3174170647468,513.6582311883673,521.0623138000915,43689316
2021-05-19,524.764404296875,529.3919563629851,522.913383470431,528.466445949763,28908777
2021-05-20,524.764404296875,528.466445949763,518.285831404321,524.764404296875,29709287
2021-05-21,530.3175659179688,534.0196082629458,525.6900129867473,529.3920553317245,27376731
2021-05-24,525.6898803710938,529.3919217821577,523.8388596655617,527.5409010766258,15629736
2021-05-25,539.5725708007812,540.4980812138186,530.3174666704076,533.0939979095197,33039911
2021-05-26,541.423583984375,544.2001151842949,537.7215423844818,543.2746047843216,18703987
2021-05-27,538.6470947265625,538.6470947265625,530.3175004782136,536.7960737824849,62169719
2021-05-28,546.0510864257812,547.902107057733,538.6470038979741,543.2745554778535,29086873
2021-05-31,552.5296630859375,552.5296630859375,546.0510908219483,550.6786424390834,30657474
2021-06-01,553.4552001953125,554.380710563532,550.6786690906538,553.4552001953125,17818326
2021-06-02,550.6785888671875,555.3061400341387,548.827568400407,555.3061400341387,21872755
2021-06-03,551.604248046875,555.3062899800755,551.604248046875,555.3062899800755,21077164
2021-06-04,550.6785888671875,550.6785888671875,546.0510377002363,546.9765479336265,15756180
2021-06-07,547.9021606445312,550.6786918640137,539.572566986084,549.7531814575195,17077625
2021-06-08,545.125732421875,550.6787959100435,544.2002218405136,546.0512430032364,13396324
2021-06-09,542.3489990234375,544.2000194979203,539.5724683117135,542.3489990234375,20023490
2021-06-10,554.380615234375,554.380615234375,543.274492725506,546.9765335617957,28527745
2021-06-11,557.1572875976562,558.0827980421706,555.3062667086275,557.1572875976562,24227710
2021-06-15,563.6358642578125,563.6358642578125,560.8593329067887,561.78484335713,26012250
2021-06-16,559.933837890625,562.7103693181818,559.933837890625,562.7103693181818,25856919
2021-06-17,563.1864624023438,563.1864624023438,555.7516576181545,558.5397094122254,22872361
2021-06-18,560.3985595703125,565.0453137956054,558.5398578801954,565.0453137956054,32652017
2021-06-21,541.8114013671875,552.034257996757,541.8114013671875,548.3168555860045,44279632
2021-06-22,537.1646728515625,546.4581793022816,537.1646728515625,543.6701273670659,27823974
2021-06-23,552.963623046875,555.7516749277836,539.9527142693015,541.8114155232406,34392376
2021-06-24,548.31689453125,555.7516998808262,546.4581931938559,555.7516998808262,16524230
2021-06-25,549.2462158203125,555.7516701532096,547.387514582342,555.7516701532096,18841696
2021-06-28,548.31689453125,548.31689453125,544.5994918564619,548.31689453125,15028407
2021-06-29,552.963623046875,555.7516749277836,549.2462205389969,555.7516749277836,28659610
2021-06-30,552.963623046875,556.6810255547532,552.963623046875,556.6810255547532,24883853
2021-07-01,551.1048583984375,554.8222604786968,549.2461573583079,553.8929099586319,18250994
2021-07-02,546.458251953125,551.1050057962638,545.5289011844972,548.3169534903805,18322419
2021-07-05,549.2462158203125,554.8223195342243,546.4581639633566,546.4581639633566,28836816
2021-07-06,550.175537109375,553.892939387141,547.3874854010505,552.9635888176996,12997112
2021-07-07,552.0342407226562,552.0342407226562,546.4581372810133,548.3168384282276,16966158
2021-07-08,546.458251953125,552.9637073335193,546.458251953125,552.9637073335193,21140426
2021-07-09,542.7407836914062,543.6701343484121,539.0233810633829,540.8820823773946,29029415
2021-07-12,551.1048583984375,554.8222604786968,548.316806838243,552.9635594385671,31304547
2021-07-13,564.1157836914062,565.045134241145,556.6809792934964,557.6103298432351,52540315
2021-07-14,569.6919555664062,571.5506568896245,565.0452022583605,569.6919555664062,38418875
2021-07-15,570.6212158203125,570.6212158203125,565.0451127341205,569.6918653059472,22012834
2021-07-16,547.3876953125,552.963800867466,546.4583443866723,549.2463971641553,57970545
2021-07-19,540.8821411132812,542.7408426291345,537.1647380815748,541.8114918712079,40644341
2021-07-20,539.952880859375,542.7409336004733,538.0941790319762,538.0941790319762,15354333
